Gene ID,Gene Type,Chrom,Gene Size
ENSG00000100523,Non-Cancer,AUTO,116537
ENSG00000100077,Non-Cancer,AUTO,164445
ENSG00000277157,Non-Cancer,AUTO,311
ENSG00000277224,Non-Cancer,AUTO,1195
ENSG00000197409,Non-Cancer,AUTO,410
ENSG00000158373,Non-Cancer,AUTO,13203
ENSG00000165509,Non-Cancer,X,59516
ENSG00000274290,Non-Cancer,AUTO,12596
ENSG00000196866,Non-Cancer,AUTO,392
ENSG00000077312,Non-Cancer,AUTO,14752
ENSG00000149781,Non-Cancer,AUTO,17208
ENSG00000104722,Non-Cancer,AUTO,6086
ENSG00000082126,Non-Cancer,AUTO,53824
ENSG00000124786,Non-Cancer,AUTO,22543
ENSG00000196208,Non-Cancer,AUTO,160447
ENSG00000122728,Non-Cancer,AUTO,6215
ENSG00000132199,Non-Cancer,AUTO,42352
ENSG00000074370,Non-Cancer,AUTO,40594
ENSG00000171695,Non-Cancer,AUTO,979
ENSG00000120053,Non-Cancer,AUTO,33754
ENSG00000234745,Non-Cancer,AUTO,87697
ENSG00000131096,Non-Cancer,AUTO,51731
ENSG00000169627,Non-Cancer,AUTO,1372
ENSG00000011451,Non-Cancer,AUTO,29971
ENSG00000165757,Non-Cancer,AUTO,102694
ENSG00000212899,Non-Cancer,AUTO,703
ENSG00000105829,Non-Cancer,AUTO,41620
ENSG00000113272,Non-Cancer,AUTO,10251
ENSG00000132207,Non-Cancer,AUTO,3674
ENSG00000165449,Non-Cancer,AUTO,85241
ENSG00000160408,Non-Cancer,AUTO,20087
ENSG00000205531,Non-Cancer,AUTO,47946
ENSG00000124217,Non-Cancer,AUTO,5105
ENSG00000123815,Non-Cancer,AUTO,26678
ENSG00000113649,Non-Cancer,AUTO,64650
ENSG00000186522,Non-Cancer,AUTO,71224
ENSG00000043143,Non-Cancer,AUTO,58918
ENSG00000157111,Non-Cancer,AUTO,11525
ENSG00000165923,Non-Cancer,AUTO,55798
ENSG00000261052,Non-Cancer,AUTO,5082
ENSG00000169508,Non-Cancer,AUTO,12875
ENSG00000100626,Non-Cancer,AUTO,97756
ENSG00000186787,Non-Cancer,X,2995
ENSG00000129195,Non-Cancer,AUTO,7054
ENSG00000125245,Non-Cancer,AUTO,7030
ENSG00000134882,Non-Cancer,AUTO,185660
ENSG00000105855,Non-Cancer,AUTO,85052
ENSG00000054148,Non-Cancer,AUTO,2303
ENSG00000250317,Non-Cancer,AUTO,68044
ENSG00000006634,Non-Cancer,AUTO,33325
ENSG00000277586,Non-Cancer,AUTO,6155
ENSG00000091490,Non-Cancer,AUTO,116333
ENSG00000152578,Non-Cancer,AUTO,372098
ENSG00000177943,Non-Cancer,AUTO,9856
ENSG00000155495,Non-Cancer,X,5494
ENSG00000142623,Non-Cancer,AUTO,40879
ENSG00000072832,Non-Cancer,AUTO,144974
ENSG00000130821,Non-Cancer,X,8494
ENSG00000227877,Non-Cancer,AUTO,19349
ENSG00000105717,Non-Cancer,AUTO,57209
ENSG00000181803,Non-Cancer,AUTO,995
ENSG00000141756,Non-Cancer,AUTO,10537
ENSG00000120158,Non-Cancer,AUTO,93048
ENSG00000091622,Non-Cancer,AUTO,105230
ENSG00000204033,Non-Cancer,AUTO,5094
ENSG00000214274,Non-Cancer,AUTO,14794
ENSG00000005249,Non-Cancer,AUTO,117162
ENSG00000148602,Non-Cancer,AUTO,9868
ENSG00000164325,Non-Cancer,AUTO,1948
ENSG00000232434,Non-Cancer,AUTO,4386
ENSG00000133107,Non-Cancer,AUTO,233789
ENSG00000005381,Non-Cancer,AUTO,11079
ENSG00000258818,Non-Cancer,AUTO,17115
ENSG00000179813,Non-Cancer,AUTO,9999
ENSG00000205795,Non-Cancer,AUTO,24164
ENSG00000132950,Non-Cancer,AUTO,40154
ENSG00000075303,Non-Cancer,AUTO,42789
ENSG00000044446,Non-Cancer,X,92298
ENSG00000283703,Non-Cancer,AUTO,12591
ENSG00000164088,Non-Cancer,AUTO,4804
ENSG00000046774,Non-Cancer,X,2945
ENSG00000065675,Non-Cancer,AUTO,153158
ENSG00000064309,Non-Cancer,AUTO,107539
ENSG00000047936,Non-Cancer,AUTO,137555
ENSG00000105538,Non-Cancer,AUTO,20134
ENSG00000130822,Non-Cancer,X,19280
ENSG00000081177,Non-Cancer,AUTO,52509
ENSG00000197563,Non-Cancer,AUTO,281863
ENSG00000086544,Non-Cancer,AUTO,23757
ENSG00000137812,Non-Cancer,AUTO,70322
ENSG00000133106,Non-Cancer,AUTO,105883
ENSG00000023697,Non-Cancer,AUTO,126110
ENSG00000148604,Non-Cancer,AUTO,14907
ENSG00000106992,Non-Cancer,AUTO,11263
ENSG00000108960,Non-Cancer,AUTO,29379
ENSG00000145868,Non-Cancer,AUTO,58901
ENSG00000184564,Non-Cancer,AUTO,13896
ENSG00000196664,Non-Cancer,X,23297
ENSG00000142619,Non-Cancer,AUTO,35135
ENSG00000102226,Non-Cancer,X,15638
ENSG00000154099,Non-Cancer,AUTO,33480
ENSG00000101916,Non-Cancer,X,16549
ENSG00000048545,Non-Cancer,AUTO,24650
ENSG00000124785,Non-Cancer,AUTO,9606
ENSG00000212900,Non-Cancer,AUTO,701
ENSG00000148335,Non-Cancer,AUTO,27247
ENSG00000186185,Non-Cancer,AUTO,23002
ENSG00000100815,Non-Cancer,AUTO,74905
ENSG00000212901,Non-Cancer,AUTO,10803
ENSG00000072840,Non-Cancer,AUTO,103108
ENSG00000158865,Non-Cancer,AUTO,65787
ENSG00000221852,Non-Cancer,AUTO,1176
ENSG00000018280,Non-Cancer,AUTO,14865
ENSG00000204887,Non-Cancer,AUTO,407
ENSG00000221880,Non-Cancer,AUTO,971
ENSG00000130762,Non-Cancer,AUTO,26687
ENSG00000130731,Non-Cancer,AUTO,1939
ENSG00000146592,Non-Cancer,AUTO,526573
ENSG00000181104,Non-Cancer,AUTO,19738
ENSG00000233232,Non-Cancer,AUTO,14803
ENSG00000140955,Non-Cancer,AUTO,6030
ENSG00000126878,Non-Cancer,AUTO,26676
ENSG00000164220,Non-Cancer,AUTO,7952
ENSG00000165188,Non-Cancer,AUTO,6283
ENSG00000188133,Non-Cancer,AUTO,3900
ENSG00000109016,Non-Cancer,AUTO,69901
ENSG00000119707,Non-Cancer,AUTO,65462
ENSG00000164465,Non-Cancer,AUTO,116041
ENSG00000072415,Non-Cancer,AUTO,94710
ENSG00000101457,Non-Cancer,AUTO,19490
ENSG00000149489,Non-Cancer,AUTO,3398
ENSG00000149136,Non-Cancer,AUTO,9892
ENSG00000157542,Non-Cancer,AUTO,513969
ENSG00000103168,Non-Cancer,AUTO,9223
ENSG00000144406,Non-Cancer,AUTO,227307
ENSG00000158042,Non-Cancer,AUTO,2619
ENSG00000149499,Non-Cancer,AUTO,10547
ENSG00000165115,Non-Cancer,AUTO,84767
ENSG00000179058,Non-Cancer,AUTO,8551
ENSG00000169239,Non-Cancer,X,99579
ENSG00000136279,Non-Cancer,AUTO,24816
ENSG00000188581,Non-Cancer,AUTO,902
ENSG00000212725,Non-Cancer,AUTO,775
ENSG00000167550,Non-Cancer,AUTO,5340
ENSG00000148331,Non-Cancer,AUTO,7565
ENSG00000152127,Non-Cancer,AUTO,334638
ENSG00000214518,Non-Cancer,AUTO,732
ENSG00000197712,Non-Cancer,AUTO,78062
ENSG00000144451,Non-Cancer,AUTO,1126122
ENSG00000154263,Non-Cancer,AUTO,97632
ENSG00000147650,Non-Cancer,AUTO,99793
ENSG00000148225,Non-Cancer,AUTO,27076
ENSG00000100554,Non-Cancer,AUTO,65894
ENSG00000047932,Non-Cancer,AUTO,42273
ENSG00000112599,Non-Cancer,AUTO,10515
ENSG00000154153,Non-Cancer,AUTO,144020
ENSG00000100156,Non-Cancer,AUTO,5959
ENSG00000197136,Non-Cancer,AUTO,21666
ENSG00000261873,Non-Cancer,AUTO,63011
ENSG00000139549,Non-Cancer,AUTO,5398
ENSG00000213401,Non-Cancer,X,3890
ENSG00000212724,Non-Cancer,AUTO,874
ENSG00000165995,Non-Cancer,AUTO,402880
ENSG00000181562,Non-Cancer,AUTO,2488
ENSG00000213417,Non-Cancer,AUTO,763
ENSG00000136824,Non-Cancer,AUTO,47157
ENSG00000240871,Non-Cancer,AUTO,991
ENSG00000183186,Non-Cancer,AUTO,3732
ENSG00000159339,Non-Cancer,AUTO,55809
ENSG00000182264,Non-Cancer,AUTO,6057
ENSG00000241241,Non-Cancer,AUTO,707
ENSG00000204880,Non-Cancer,AUTO,1160
ENSG00000212722,Non-Cancer,AUTO,1156
ENSG00000185291,Non-Cancer,X,46073
ENSG00000102891,Non-Cancer,AUTO,3908
ENSG00000060762,Non-Cancer,AUTO,18094
ENSG00000176842,Non-Cancer,AUTO,3623
ENSG00000151322,Non-Cancer,AUTO,869243
ENSG00000212721,Non-Cancer,AUTO,1179
ENSG00000087250,Non-Cancer,AUTO,2014
ENSG00000205863,Non-Cancer,AUTO,12130
ENSG00000062725,Non-Cancer,AUTO,83070
ENSG00000181552,Non-Cancer,AUTO,2521
ENSG00000085760,Non-Cancer,AUTO,32752
ENSG00000027001,Non-Cancer,AUTO,159230
ENSG00000168237,Non-Cancer,AUTO,6387
ENSG00000213416,Non-Cancer,AUTO,1076
ENSG00000107175,Non-Cancer,AUTO,4669
ENSG00000161653,Non-Cancer,AUTO,4517
ENSG00000171848,Non-Cancer,AUTO,10721
ENSG00000198090,Non-Cancer,AUTO,1054
ENSG00000148704,Non-Cancer,AUTO,9780
ENSG00000111667,Non-Cancer,AUTO,14504
ENSG00000187772,Non-Cancer,AUTO,146716
ENSG00000169398,Non-Cancer,AUTO,344316
ENSG00000134001,Non-Cancer,AUTO,26519
ENSG00000166292,Non-Cancer,AUTO,12494
ENSG00000023608,Non-Cancer,AUTO,34071
ENSG00000128654,Non-Cancer,AUTO,68630
ENSG00000113555,Non-Cancer,AUTO,26156
ENSG00000129946,Non-Cancer,AUTO,44413
ENSG00000164091,Non-Cancer,AUTO,33599
ENSG00000101266,Non-Cancer,AUTO,71337
ENSG00000169413,Non-Cancer,AUTO,1416
ENSG00000169946,Non-Cancer,AUTO,1213799
ENSG00000099330,Non-Cancer,AUTO,3015
ENSG00000174453,Non-Cancer,AUTO,167894
ENSG00000013561,Non-Cancer,AUTO,31963
ENSG00000137076,Non-Cancer,AUTO,35447
ENSG00000154265,Non-Cancer,AUTO,82933
ENSG00000135697,Non-Cancer,AUTO,52694
ENSG00000128298,Non-Cancer,AUTO,25781
ENSG00000115268,Non-Cancer,AUTO,2136
ENSG00000155313,Non-Cancer,AUTO,150044
ENSG00000172590,Non-Cancer,AUTO,5158
ENSG00000155858,Non-Cancer,AUTO,17014
ENSG00000198121,Non-Cancer,AUTO,165195
ENSG00000172927,Non-Cancer,AUTO,73588
ENSG00000136161,Non-Cancer,AUTO,44297
ENSG00000140497,Non-Cancer,AUTO,29635
ENSG00000101146,Non-Cancer,AUTO,28201
ENSG00000198271,Non-Cancer,AUTO,878
ENSG00000171396,Non-Cancer,AUTO,1080
ENSG00000184156,Non-Cancer,AUTO,360161
ENSG00000113013,Non-Cancer,AUTO,20562
ENSG00000198586,Non-Cancer,AUTO,240491
ENSG00000211455,Non-Cancer,AUTO,81991
ENSG00000105122,Non-Cancer,AUTO,12947
ENSG00000165118,Non-Cancer,AUTO,18675
ENSG00000132164,Non-Cancer,AUTO,124533
ENSG00000204525,Non-Cancer,AUTO,3381
ENSG00000189326,Non-Cancer,X,8784
ENSG00000183784,Non-Cancer,AUTO,2917
ENSG00000070610,Non-Cancer,AUTO,12362
ENSG00000108176,Non-Cancer,AUTO,41501
ENSG00000026559,Non-Cancer,AUTO,19473
ENSG00000165730,Non-Cancer,AUTO,67891
ENSG00000126883,Non-Cancer,AUTO,109109
ENSG00000120992,Non-Cancer,AUTO,55650
ENSG00000112280,Non-Cancer,AUTO,88022
ENSG00000268223,Non-Cancer,AUTO,27794
ENSG00000112977,Non-Cancer,AUTO,82042
ENSG00000172901,Non-Cancer,AUTO,65165
ENSG00000130368,Non-Cancer,AUTO,9840
ENSG00000172366,Non-Cancer,AUTO,11657
ENSG00000153976,Non-Cancer,AUTO,106238
ENSG00000274070,Non-Cancer,AUTO,59980
ENSG00000101417,Non-Cancer,AUTO,17565
ENSG00000065000,Non-Cancer,AUTO,63480
ENSG00000048544,Non-Cancer,AUTO,11064
ENSG00000222014,Non-Cancer,AUTO,3074
ENSG00000139679,Non-Cancer,AUTO,55137
ENSG00000204287,Non-Cancer,AUTO,5204
ENSG00000146426,Non-Cancer,AUTO,425026
ENSG00000198039,Non-Cancer,AUTO,60794
ENSG00000178307,Non-Cancer,AUTO,17344
ENSG00000196812,Non-Cancer,AUTO,5522
ENSG00000123159,Non-Cancer,AUTO,18389
ENSG00000069812,Non-Cancer,AUTO,12252
ENSG00000276747,Non-Cancer,AUTO,29503
ENSG00000185615,Non-Cancer,AUTO,4063
ENSG00000163121,Non-Cancer,AUTO,10466
ENSG00000126934,Non-Cancer,AUTO,33808
ENSG00000138434,Non-Cancer,AUTO,38905
ENSG00000170425,Non-Cancer,AUTO,30829
ENSG00000124496,Non-Cancer,AUTO,227120
ENSG00000087274,Non-Cancer,AUTO,86219
ENSG00000135355,Non-Cancer,AUTO,27291
ENSG00000171119,Non-Cancer,AUTO,4522
ENSG00000015520,Non-Cancer,AUTO,28780
ENSG00000148942,Non-Cancer,AUTO,56408
ENSG00000205884,Non-Cancer,AUTO,662
ENSG00000159387,Non-Cancer,AUTO,7000
ENSG00000188124,Non-Cancer,AUTO,6350
ENSG00000105186,Non-Cancer,AUTO,79590
ENSG00000205883,Non-Cancer,AUTO,2269
ENSG00000006695,Non-Cancer,AUTO,139181
ENSG00000156413,Non-Cancer,AUTO,9121
ENSG00000107186,Non-Cancer,AUTO,173886
ENSG00000162572,Non-Cancer,AUTO,11593
ENSG00000124279,Non-Cancer,AUTO,9878
ENSG00000158164,Non-Cancer,X,3108
ENSG00000268916,Non-Cancer,X,6301
ENSG00000171475,Non-Cancer,AUTO,64832
ENSG00000279486,Non-Cancer,AUTO,8538
ENSG00000197172,Non-Cancer,X,3611
ENSG00000205882,Non-Cancer,AUTO,3138
ENSG00000125522,Non-Cancer,AUTO,1351
ENSG00000046604,Non-Cancer,AUTO,50965
ENSG00000196132,Non-Cancer,AUTO,139859
ENSG00000184933,Non-Cancer,AUTO,7953
ENSG00000268606,Non-Cancer,X,4021
ENSG00000204248,Non-Cancer,AUTO,29818
ENSG00000099622,Non-Cancer,AUTO,15496
ENSG00000242550,Non-Cancer,AUTO,38937
ENSG00000256222,Non-Cancer,AUTO,1538
ENSG00000107951,Non-Cancer,AUTO,64647
ENSG00000145730,Non-Cancer,AUTO,277124
ENSG00000107099,Non-Cancer,AUTO,250405
ENSG00000172361,Non-Cancer,AUTO,39329
ENSG00000124275,Non-Cancer,AUTO,54839
ENSG00000243566,Non-Cancer,AUTO,6093
ENSG00000197632,Non-Cancer,AUTO,32198
ENSG00000104368,Non-Cancer,AUTO,32491
ENSG00000198315,Non-Cancer,AUTO,17562
ENSG00000043039,Non-Cancer,AUTO,76339
ENSG00000165672,Non-Cancer,AUTO,11130
ENSG00000164181,Non-Cancer,AUTO,92598
ENSG00000104388,Non-Cancer,AUTO,106770
ENSG00000164597,Non-Cancer,AUTO,362959
ENSG00000091947,Non-Cancer,AUTO,12758
ENSG00000129538,Non-Cancer,AUTO,2050
ENSG00000112182,Non-Cancer,AUTO,370379
ENSG00000186326,Non-Cancer,AUTO,2893
ENSG00000119801,Non-Cancer,AUTO,13592
ENSG00000164708,Non-Cancer,AUTO,2860
ENSG00000174951,Non-Cancer,AUTO,7379
ENSG00000170836,Non-Cancer,AUTO,66097
ENSG00000121895,Non-Cancer,AUTO,66178
ENSG00000119919,Non-Cancer,AUTO,3591
ENSG00000090932,Non-Cancer,AUTO,9586
ENSG00000128829,Non-Cancer,AUTO,101445
ENSG00000189252,Non-Cancer,X,8740
ENSG00000254709,Non-Cancer,AUTO,8327
ENSG00000112701,Non-Cancer,AUTO,116769
ENSG00000185040,Non-Cancer,AUTO,10140
ENSG00000175395,Non-Cancer,AUTO,27061
ENSG00000064547,Non-Cancer,AUTO,5262
ENSG00000141314,Non-Cancer,AUTO,58485
ENSG00000111726,Non-Cancer,AUTO,19500
ENSG00000112984,Non-Cancer,AUTO,8996
ENSG00000205038,Non-Cancer,AUTO,167853
ENSG00000176595,Non-Cancer,AUTO,33058
ENSG00000171246,Non-Cancer,AUTO,10695
ENSG00000198502,Non-Cancer,AUTO,12944
ENSG00000155287,Non-Cancer,AUTO,10087
ENSG00000109991,Non-Cancer,AUTO,32226
ENSG00000141179,Non-Cancer,AUTO,91851
ENSG00000165300,Non-Cancer,AUTO,23657
ENSG00000111728,Non-Cancer,AUTO,373268
ENSG00000068383,Non-Cancer,AUTO,245660
ENSG00000146707,Non-Cancer,AUTO,17275
ENSG00000118271,Non-Cancer,AUTO,7295
ENSG00000105865,Non-Cancer,AUTO,14980
ENSG00000215217,Non-Cancer,AUTO,21112
ENSG00000187017,Non-Cancer,AUTO,36591
ENSG00000183148,Non-Cancer,AUTO,43107
ENSG00000051180,Non-Cancer,AUTO,37565
ENSG00000205542,Non-Cancer,X,2119
ENSG00000179542,Non-Cancer,X,12987
ENSG00000108666,Non-Cancer,AUTO,25458
ENSG00000105509,Non-Cancer,AUTO,10882
ENSG00000185669,Non-Cancer,AUTO,8811
ENSG00000181577,Non-Cancer,AUTO,5378
ENSG00000162591,Non-Cancer,AUTO,121575
ENSG00000151715,Non-Cancer,AUTO,44184
ENSG00000149054,Non-Cancer,AUTO,74600
ENSG00000156575,Non-Cancer,AUTO,4381
ENSG00000167157,Non-Cancer,AUTO,57033
ENSG00000175646,Non-Cancer,AUTO,514
ENSG00000112983,Non-Cancer,AUTO,39220
ENSG00000103569,Non-Cancer,AUTO,47742
ENSG00000122304,Non-Cancer,AUTO,841
ENSG00000113615,Non-Cancer,AUTO,79034
ENSG00000105550,Non-Cancer,AUTO,2774
ENSG00000124491,Non-Cancer,AUTO,176928
ENSG00000131061,Non-Cancer,AUTO,60612
ENSG00000119411,Non-Cancer,AUTO,21692
ENSG00000181215,Non-Cancer,AUTO,121134
ENSG00000137073,Non-Cancer,AUTO,127256
ENSG00000189180,Non-Cancer,AUTO,54438
ENSG00000172209,Non-Cancer,AUTO,5641
ENSG00000163013,Non-Cancer,AUTO,29749
ENSG00000101003,Non-Cancer,AUTO,44901
ENSG00000213445,Non-Cancer,AUTO,12833
ENSG00000107290,Non-Cancer,AUTO,93629
ENSG00000196156,Non-Cancer,AUTO,963
ENSG00000179051,Non-Cancer,AUTO,32964
ENSG00000175643,Non-Cancer,AUTO,102143
ENSG00000104886,Non-Cancer,AUTO,7620
ENSG00000198443,Non-Cancer,AUTO,1240
ENSG00000214212,Non-Cancer,AUTO,33215
ENSG00000244537,Non-Cancer,AUTO,762
ENSG00000149050,Non-Cancer,AUTO,21050
ENSG00000169397,Non-Cancer,AUTO,949
ENSG00000215788,Non-Cancer,AUTO,5044
ENSG00000178279,Non-Cancer,AUTO,1785
ENSG00000173250,Non-Cancer,AUTO,3087
ENSG00000148826,Non-Cancer,AUTO,2873
ENSG00000093009,Non-Cancer,AUTO,41153
ENSG00000178257,Non-Cancer,AUTO,423
ENSG00000152700,Non-Cancer,AUTO,48127
ENSG00000109920,Non-Cancer,AUTO,50926
ENSG00000170790,Non-Cancer,AUTO,11660
ENSG00000166363,Non-Cancer,AUTO,1053
ENSG00000178358,Non-Cancer,AUTO,1069
ENSG00000004846,Non-Cancer,AUTO,161831
ENSG00000170782,Non-Cancer,AUTO,994
ENSG00000186652,Non-Cancer,AUTO,3863
ENSG00000166368,Non-Cancer,AUTO,1109
ENSG00000196126,Non-Cancer,AUTO,11079
ENSG00000007384,Non-Cancer,AUTO,18296
ENSG00000171217,Non-Cancer,AUTO,12535
ENSG00000255690,Non-Cancer,AUTO,4934
ENSG00000104897,Non-Cancer,AUTO,12175
ENSG00000213079,Non-Cancer,AUTO,100919
ENSG00000115008,Non-Cancer,AUTO,10675
ENSG00000147117,Non-Cancer,X,43722
ENSG00000109790,Non-Cancer,AUTO,81818
ENSG00000010244,Non-Cancer,AUTO,31769
ENSG00000134802,Non-Cancer,AUTO,20626
ENSG00000233050,Non-Cancer,AUTO,7358
ENSG00000113282,Non-Cancer,AUTO,73432
ENSG00000185022,Non-Cancer,AUTO,15744
ENSG00000171124,Non-Cancer,AUTO,8586
ENSG00000002016,Non-Cancer,AUTO,77976
ENSG00000048140,Non-Cancer,AUTO,11667
ENSG00000185324,Non-Cancer,AUTO,15627
ENSG00000183632,Non-Cancer,AUTO,3204
ENSG00000198142,Non-Cancer,AUTO,4656
ENSG00000196865,Non-Cancer,AUTO,62533
ENSG00000184381,Non-Cancer,AUTO,94195
ENSG00000177105,Non-Cancer,AUTO,14005
ENSG00000129595,Non-Cancer,AUTO,276875
ENSG00000268988,Non-Cancer,X,9468
ENSG00000112276,Non-Cancer,AUTO,40352
ENSG00000106069,Non-Cancer,AUTO,367759
ENSG00000144199,Non-Cancer,AUTO,11299
ENSG00000060566,Non-Cancer,AUTO,19453
ENSG00000104885,Non-Cancer,AUTO,68429
ENSG00000090674,Non-Cancer,AUTO,11383
ENSG00000141469,Non-Cancer,AUTO,65495
ENSG00000166035,Non-Cancer,AUTO,159274
ENSG00000171159,Non-Cancer,AUTO,3668
ENSG00000280071,Non-Cancer,AUTO,49131
ENSG00000089639,Non-Cancer,AUTO,14191
ENSG00000175063,Non-Cancer,AUTO,4381
ENSG00000107223,Non-Cancer,AUTO,4167
ENSG00000132429,Non-Cancer,AUTO,21715
ENSG00000187268,Non-Cancer,X,9064
ENSG00000108474,Non-Cancer,AUTO,134606
ENSG00000230797,Non-Cancer,X,2740
ENSG00000012174,Non-Cancer,X,45788
ENSG00000103657,Non-Cancer,AUTO,225324
ENSG00000029639,Non-Cancer,AUTO,56984
ENSG00000174996,Non-Cancer,AUTO,10566
ENSG00000032444,Non-Cancer,AUTO,27760
ENSG00000206013,Non-Cancer,AUTO,1326
ENSG00000186838,Non-Cancer,AUTO,5573
ENSG00000185885,Non-Cancer,AUTO,1766
ENSG00000056097,Non-Cancer,AUTO,90411
ENSG00000171133,Non-Cancer,AUTO,2700
ENSG00000185201,Non-Cancer,AUTO,7641
ENSG00000176401,Non-Cancer,AUTO,1864
ENSG00000123178,Non-Cancer,AUTO,23784
ENSG00000241058,Non-Cancer,AUTO,113724
ENSG00000107771,Non-Cancer,AUTO,189963
ENSG00000134461,Non-Cancer,AUTO,28289
ENSG00000136235,Non-Cancer,AUTO,39141
ENSG00000011295,Non-Cancer,AUTO,45635
ENSG00000119915,Non-Cancer,AUTO,3261
ENSG00000139636,Non-Cancer,AUTO,14349
ENSG00000261609,Non-Cancer,AUTO,75932
ENSG00000107859,Non-Cancer,AUTO,11288
ENSG00000156564,Non-Cancer,AUTO,195879
ENSG00000167323,Non-Cancer,AUTO,238683
ENSG00000149716,Non-Cancer,AUTO,22340
ENSG00000100526,Non-Cancer,AUTO,23369
ENSG00000276966,Non-Cancer,AUTO,1486
ENSG00000148344,Non-Cancer,AUTO,14716
ENSG00000273802,Non-Cancer,AUTO,1533
ENSG00000156959,Non-Cancer,AUTO,55441
ENSG00000277075,Non-Cancer,AUTO,508
ENSG00000171858,Non-Cancer,AUTO,1404
ENSG00000274750,Non-Cancer,AUTO,3274
ENSG00000203880,Non-Cancer,AUTO,32126
ENSG00000268964,Non-Cancer,AUTO,6338
ENSG00000082805,Non-Cancer,AUTO,505424
ENSG00000094804,Non-Cancer,AUTO,17024
ENSG00000152620,Non-Cancer,AUTO,49687
ENSG00000081320,Non-Cancer,AUTO,42937
ENSG00000185164,Non-Cancer,AUTO,144886
ENSG00000005448,Non-Cancer,AUTO,4077
ENSG00000106066,Non-Cancer,AUTO,200220
ENSG00000148377,Non-Cancer,AUTO,6952
ENSG00000158792,Non-Cancer,AUTO,5362
ENSG00000198018,Non-Cancer,AUTO,46734
ENSG00000067064,Non-Cancer,AUTO,10018
ENSG00000099797,Non-Cancer,AUTO,48895
ENSG00000014919,Non-Cancer,AUTO,20256
ENSG00000164619,Non-Cancer,AUTO,250961
ENSG00000126254,Non-Cancer,AUTO,8656
ENSG00000232112,Non-Cancer,AUTO,3951
ENSG00000128266,Non-Cancer,AUTO,54676
ENSG00000127191,Non-Cancer,AUTO,44695
ENSG00000135625,Non-Cancer,AUTO,2776
ENSG00000178021,Non-Cancer,AUTO,3088
ENSG00000100218,Non-Cancer,AUTO,85606
ENSG00000182208,Non-Cancer,AUTO,31790
ENSG00000164051,Non-Cancer,AUTO,8292
ENSG00000170634,Non-Cancer,AUTO,334462
ENSG00000126247,Non-Cancer,AUTO,10778
ENSG00000152926,Non-Cancer,AUTO,34908
ENSG00000078369,Non-Cancer,AUTO,105832
ENSG00000119929,Non-Cancer,AUTO,53576
ENSG00000213462,Non-Cancer,AUTO,15934
ENSG00000149679,Non-Cancer,AUTO,18653
ENSG00000184545,Non-Cancer,AUTO,17876
ENSG00000180448,Non-Cancer,AUTO,20705
ENSG00000121741,Non-Cancer,AUTO,133159
ENSG00000181781,Non-Cancer,AUTO,11637
ENSG00000144713,Non-Cancer,AUTO,7103
ENSG00000119431,Non-Cancer,AUTO,3580
ENSG00000068878,Non-Cancer,AUTO,106773
ENSG00000205869,Non-Cancer,AUTO,941
ENSG00000158109,Non-Cancer,AUTO,5125
ENSG00000169100,Non-Cancer,X,6572
ENSG00000205867,Non-Cancer,AUTO,1117
ENSG00000161654,Non-Cancer,AUTO,32984
ENSG00000170949,Non-Cancer,AUTO,36830
ENSG00000147872,Non-Cancer,AUTO,40915
ENSG00000104497,Non-Cancer,AUTO,43285
ENSG00000163810,Non-Cancer,AUTO,40382
ENSG00000176396,Non-Cancer,AUTO,1628
ENSG00000171680,Non-Cancer,AUTO,53969
ENSG00000077327,Non-Cancer,AUTO,108779
ENSG00000198242,Non-Cancer,AUTO,4966
ENSG00000108479,Non-Cancer,AUTO,14117
ENSG00000132874,Non-Cancer,AUTO,470691
ENSG00000196604,Non-Cancer,AUTO,55192
ENSG00000005379,Non-Cancer,AUTO,27532
ENSG00000029364,Non-Cancer,AUTO,64373
ENSG00000144712,Non-Cancer,AUTO,75444
ENSG00000124575,Non-Cancer,AUTO,665
ENSG00000274618,Non-Cancer,AUTO,311
ENSG00000170954,Non-Cancer,AUTO,25198
ENSG00000132470,Non-Cancer,AUTO,36490
ENSG00000129295,Non-Cancer,AUTO,103664
ENSG00000170903,Non-Cancer,AUTO,26780
ENSG00000169006,Non-Cancer,AUTO,11986
ENSG00000120675,Non-Cancer,AUTO,91021
ENSG00000087245,Non-Cancer,AUTO,116991
ENSG00000142330,Non-Cancer,AUTO,30989
ENSG00000141933,Non-Cancer,AUTO,12157
ENSG00000102172,Non-Cancer,X,54262
ENSG00000099866,Non-Cancer,AUTO,16166
ENSG00000137074,Non-Cancer,AUTO,52562
ENSG00000100228,Non-Cancer,AUTO,19024
ENSG00000203923,Non-Cancer,X,9284
ENSG00000160602,Non-Cancer,AUTO,17558
ENSG00000176531,Non-Cancer,AUTO,29981
ENSG00000215343,Non-Cancer,AUTO,11127
ENSG00000169327,Non-Cancer,AUTO,10690
ENSG00000185985,Non-Cancer,X,12024
ENSG00000147124,Non-Cancer,X,37067
ENSG00000094880,Non-Cancer,AUTO,25695
ENSG00000164692,Non-Cancer,AUTO,36671
ENSG00000105198,Non-Cancer,AUTO,4975
ENSG00000170144,Non-Cancer,AUTO,11395
ENSG00000196152,Non-Cancer,AUTO,20998
ENSG00000157227,Non-Cancer,AUTO,12470
ENSG00000223443,Non-Cancer,AUTO,1909
ENSG00000226430,Non-Cancer,AUTO,2021
